deprecation_reason,description,forks,homepage,keywords,language,latest_download_url,latest_stable_release_number,latest_stable_release_published_at,license_normalized,licenses,name,normalized_licenses,package_manager_url,platform,rank,repository_url,stars,status
None,LemonLDAP::NG handler for Node.js,2,https://lemonldap-ng.org,"['Lemonldap::NG', 'SSO', 'SAML', 'OpenID-Connect', 'SSOaaS', 'handler', 'lemonldap-ng', 'nginx', 'sso-authentication']",CoffeeScript,https://registry.npmjs.org/lemonldap-ng-session-sqlite/-/lemonldap-ng-session-sqlite-0.5.4.tgz,0.5.4,2020-10-03T14:56:26.526Z,True,GPL-2.0-or-later,lemonldap-ng-session-sqlite,['CNRI-Python-GPL-Compatible'],https://www.npmjs.com/package/lemonldap-ng-session-sqlite,NPM,8,https://github.com/LemonLDAPNG/node-lemonldap-ng-handler,6,None
None,The docs of your docs: manage sphinx documentations with mkdocs,2,https://github.com/entrepreneur-interet-general/metadocs,"['documentation', 'doc', 'sphinx', 'mkdocs', 'metadocs']",Python,None,None,None,True,AGPL,metadocs,['Other'],https://pypi.org/project/metadocs/,Pypi,6,https://github.com/entrepreneur-interet-general/metadocs,1,None
None,aceDiff,5,https://github.com/openmole/scala-js-plotlyjs,[],CSS,https://repo1.maven.org/maven2/org/openmole/scaladget/acediff_sjs1_2.12/1.3.7/acediff_sjs1_2.12-1.3.7.jar,1.3.7,2020-06-17T00:00:00.000Z,True,Affero GPLv3,org.openmole.scaladget:acediff_sjs1_2.12,['AGPL-1.0'],https://repo1.maven.org/maven2/org/openmole/scaladget/acediff_sjs1_2.12,Maven,10,https://github.com/openmole/scaladget,42,None
None,svg,5,https://github.com/openmole/scala-js-plotlyjs,[],CSS,https://repo1.maven.org/maven2/org/openmole/scaladget/svg_sjs1_2.13/1.9.0/svg_sjs1_2.13-1.9.0.jar,1.9.0,2021-04-27T16:06:38.000Z,True,Affero GPLv3,org.openmole.scaladget:svg_sjs1_2.13,['AGPL-1.0'],https://repo1.maven.org/maven2/org/openmole/scaladget/svg_sjs1_2.13,Maven,12,https://github.com/openmole/scaladget,42,None
None,Generate Markdown documentation from OpenAPI 3 Components Schemas,0,https://github.com/entrepreneur-interet-general/open_api_schemas_to_markdown,"['openapi', 'documentation', 'markdown', 'gfm', 'eig-2018', 'entrepreneur-interet-general', 'github-flavored-markdown', 'openapi-documentation', 'openapi3', 'predisauvetage']",Python,None,0.2.2,2018-07-04T17:47:08.000Z,False,MIT,open-api-schemas-to-markdown,['MIT'],https://pypi.org/project/open-api-schemas-to-markdown/,Pypi,6,https://github.com/entrepreneur-interet-general/open_api_schemas_to_markdown,2,None
None,OpenFisca tax and benefit system for COTE_D_IVOIRE,1,https://github.com/openfisca/openfisca-cote-d-ivoire,"['benefit', 'microsimulation', 'social', 'tax']",Python,None,0.9.7,2019-06-13T20:20:28.000Z,True,http://www.fsf.org/licensing/licenses/agpl-3.0.html,OpenFisca-COTE-D-IVOIRE,['Other'],https://pypi.org/project/OpenFisca-COTE-D-IVOIRE/,Pypi,7,https://github.com/openfisca/openfisca-cote-d-ivoire,2,None
None,A Trie/Graph hybrid memory structure used by the Hyphe crawler to index pages & webentities.,2,http://github.com/medialab/hyphe-traph,[],Python,None,1.3.2,2021-06-23T09:52:50.000Z,False,MIT,hyphe-traph,['MIT'],https://pypi.org/project/hyphe-traph/,Pypi,10,https://github.com/medialab/hyphe-traph,5,None
None,"Blueprints extension of the core component, using Neo4j2.",12,www.neoemf.com,"['eclipse-plugin', 'emf', 'large-models', 'persistence']",Java,https://repo1.maven.org/maven2/fr/inria/atlanmod/neoemf/neoemf-data-blueprints-neo4j/2.0.0/neoemf-data-blueprints-neo4j-2.0.0.jar,2.0.0,2019-03-21T00:00:00.000Z,True,Eclipse Public License v2.0,fr.inria.atlanmod.neoemf:neoemf-data-blueprints-neo4j,['EPL-2.0'],https://repo1.maven.org/maven2/fr/inria/atlanmod/neoemf/neoemf-data-blueprints-neo4j,Maven,10,https://github.com/atlanmod/NeoEMF,36,None
None,Application tutoriel utilisant le Framework hornet,3,https://github.com/diplomatiegouvfr/applitutoriel-modules#readme,"['typescript', 'typescript2']",None,https://registry.npmjs.org/applitutoriel-js-common/-/applitutoriel-js-common-5.4.1.tgz,5.4.1,2019-07-25T12:23:36.722Z,False,CECILL-2.1,applitutoriel-js-common,['CECILL-2.1'],https://www.npmjs.com/package/applitutoriel-js-common,NPM,9,https://github.com/diplomatiegouvfr/applitutoriel-modules,0,None
None,Parse mount points,4,https://stemjail.github.io/rustdoc/mnt/,"['linux', 'parse', 'mount', 'fstab', 'parser']",Rust,https://crates.io/api/v1/crates/mnt/0.3.1/download,0.3.1,2017-11-06T23:17:28.241Z,False,LGPL-3.0,mnt,['LGPL-3.0'],https://crates.io/crates/mnt/,Cargo,10,https://github.com/stemjail/mnt-rs,3,None
None,"Coq is a formal proof management system. It provides a formal language to write mathematical definitions, executable algorithms and theorems together with an environment for semi-interactive development of machine-checked proofs. ",523,https://coq.inria.fr,"['coq', 'dependent-types', 'proof-assistant', 'theorem-proving']",OCaml,https://conda.anaconda.org/conda-forge/linux-64/coq-8.12.2-ha770c72_0.tar.bz2,8.12.2,2020-12-27T21:39:41.000Z,False,LGPL-2.1-only,coq,['LGPL-2.1-only'],https://anaconda.org/conda-forge/coq,Conda,13,https://github.com/coq/coq,3464,None
None,LDAP authentification for udata with optional Kerberos suppport.,0,https://github.com/opendatateam/udata-ldap,"['udata', 'LDAP']",Python,None,0.3.3,2018-11-09T15:06:39.000Z,False,MIT,udata-ldap,['MIT'],https://pypi.org/project/udata-ldap/,Pypi,6,https://github.com/opendatateam/udata-ldap,1,None
None,Xblock restricting access to course test to Proctor Exam monitoring process.,0,https://github.com/openfun/xblock-proctor-exam,"['Django', 'Open', 'edX', 'MOOC', 'Xblock', 'proctoring']",Python,None,1.0.0,2021-02-11T18:52:46.000Z,True,AGPL 3.0,xblock-proctor-exam,['AGPL-3.0'],https://pypi.org/project/xblock-proctor-exam/,Pypi,9,https://github.com/openfun/xblock-proctor-exam,4,None
None,Code du Travail Numérique,17,https://github.com/SocialGouv/code-du-travail-numerique#readme,[],JavaScript,https://registry.npmjs.org/@socialgouv/cdtn-slugify/-/@socialgouv/cdtn-slugify-4.54.1.tgz,4.54.1,2021-10-15T13:20:35.429Z,False,MIT,@socialgouv/cdtn-slugify,['MIT'],https://www.npmjs.com/package/@socialgouv/cdtn-slugify,NPM,12,https://github.com/SocialGouv/code-du-travail-numerique,78,None
None,Thème Hornet.js,1,https://github.com/diplomatiegouvfr/hornet-themes#readme,[],CSS,https://registry.npmjs.org/hornet-themes/-/hornet-themes-5.2.2.tgz,5.2.2,2018-10-17T15:28:08.849Z,False,CECILL-2.1,hornet-themes,['CECILL-2.1'],https://www.npmjs.com/package/hornet-themes,NPM,9,https://github.com/diplomatiegouvfr/hornet-themes,0,None
None,Ensemble des composants qui forment le coeur de hornet-js,6,https://github.com/diplomatiegouvfr/hornet-js#readme,[],TypeScript,https://registry.npmjs.org/hornet-js-core/-/hornet-js-core-5.5.0-rc.4.tgz,5.4.1,2019-07-25T12:25:11.550Z,False,CECILL-2.1,hornet-js-core,['CECILL-2.1'],https://www.npmjs.com/package/hornet-js-core,NPM,11,https://github.com/diplomatiegouvfr/hornet-js,16,None
None,[![License][img-license]][link-license] [![NPM Version][img-npm]][link-npm] [![Code Coverage][img-coverage]][link-coverage],0,https://github.com/SocialGouv/kali-data,[],JavaScript,https://registry.npmjs.org/@socialgouv/kali-data-types/-/@socialgouv/kali-data-types-2.155.0.tgz,2.155.0,2021-10-20T04:40:05.187Z,False,Apache-2.0,@socialgouv/kali-data-types,['Apache-2.0'],https://www.npmjs.com/package/@socialgouv/kali-data-types,NPM,10,https://github.com/SocialGouv/kali-data,1,None
None,Composants ReactJS,17,https://github.com/SocialGouv/code-du-travail-numerique/packages/react-ui,"['react', 'ui']",JavaScript,https://registry.npmjs.org/@socialgouv/react-ui/-/@socialgouv/react-ui-4.17.0.tgz,4.17.0,2020-04-13T16:00:27.829Z,False,MIT,@socialgouv/react-ui,['MIT'],https://www.npmjs.com/package/@socialgouv/react-ui,NPM,10,https://github.com/SocialGouv/code-du-travail-numerique,78,None
None,HBase extension of the core component.,12,https://neoemf.atlanmod.org,"['eclipse-plugin', 'emf', 'large-models', 'persistence']",Java,https://repo1.maven.org/maven2/org/atlanmod/neoemf/neoemf-data-hbase/2.0.1/neoemf-data-hbase-2.0.1.jar,2.0.1,2020-10-12T10:45:28.000Z,True,Eclipse Public License v2.0,org.atlanmod.neoemf:neoemf-data-hbase,['EPL-2.0'],https://repo1.maven.org/maven2/org/atlanmod/neoemf/neoemf-data-hbase,Maven,10,https://github.com/atlanmod/NeoEMF,36,None
None,Pointing Server,8,http://libpointing.org,"['libpointing', 'HID', 'transfer function', 'pointing-device', 'raw-input', 'subpixel', 'transfer-functions']",C++,https://registry.npmjs.org/pointingserver/-/pointingserver-1.1.1.tgz,1.1.1,2020-04-18T09:56:50.013Z,True,GPL-2.0-or-later,pointingserver,['CNRI-Python-GPL-Compatible'],https://www.npmjs.com/package/pointingserver,NPM,9,https://github.com/INRIA/libpointing,30,None
None,A more producive perl thanks to CPAN,4,http://sympa.org/,[],Perl,None,None,None,False,perl_5,sympatic,['Artistic-1.0-Perl'],https://metacpan.org/release/sympatic,CPAN,6,https://github.com/sympa-community/p5-sympatic,0,None
None,Access management module,1,None,[],JavaScript,https://registry.npmjs.org/@inseefr/iam/-/@inseefr/iam-0.1.0.tgz,0.1.0,2020-11-30T17:28:44.050Z,False,MIT,@inseefr/iam,['MIT'],https://www.npmjs.com/package/@inseefr/iam,NPM,8,https://github.com/InseeFr/IAM,2,None
None,Connexion handler to metrics service for udata,0,https://github.com/opendatateam/udata-metrics,"['udata', 'metrics']",Python,None,1.0.1,2020-05-13T11:26:14.000Z,True,AGPL,udata-metrics,['Other'],https://pypi.org/project/udata-metrics/,Pypi,7,https://github.com/opendatateam/udata-metrics,1,None
None,"opinionated python configparser library override to deal with configuration variants (PROD, DEV...) and jija2 interpolation",0,https://github.com/metwork-framework/opinionated_configparser,"['configparser', 'extension', 'jinja2', 'integration-level-3', 'github-actions', 'autoreadme', 'configuration-variants', 'python-configparser-library']",Python,None,1.0.1,2021-06-24T06:38:16.000Z,False,MIT,opinionated-configparser,['MIT'],https://pypi.org/project/opinionated-configparser/,Pypi,9,https://github.com/metwork-framework/opinionated_configparser,0,None
None,ace,5,https://github.com/openmole/scala-js-plotlyjs,[],CSS,https://repo1.maven.org/maven2/org/openmole/scaladget/ace_sjs1_2.13/1.9.0/ace_sjs1_2.13-1.9.0.jar,1.9.0,2021-04-27T16:07:04.000Z,True,Affero GPLv3,org.openmole.scaladget:ace_sjs1_2.13,['AGPL-1.0'],https://repo1.maven.org/maven2/org/openmole/scaladget/ace_sjs1_2.13,Maven,12,https://github.com/openmole/scaladget,42,None
None,HBase extension of the core component.,12,www.neoemf.com,"['eclipse-plugin', 'emf', 'large-models', 'persistence']",Java,https://repo1.maven.org/maven2/fr/inria/atlanmod/neoemf/neoemf-data-hbase/2.0.0/neoemf-data-hbase-2.0.0.jar,2.0.0,2019-03-21T00:00:00.000Z,True,Eclipse Public License v2.0,fr.inria.atlanmod.neoemf:neoemf-data-hbase,['EPL-2.0'],https://repo1.maven.org/maven2/fr/inria/atlanmod/neoemf/neoemf-data-hbase,Maven,10,https://github.com/atlanmod/NeoEMF,36,None
None,scaladget,5,https://github.com/mathieuleclaire/scaladget,[],CSS,https://repo1.maven.org/maven2/fr/iscpif/scaladget_2.12/1.2.7/scaladget_2.12-1.2.7.jar,1.2.7,2019-06-03T00:00:00.000Z,True,Affero GPLv3,fr.iscpif:scaladget_2.12,['AGPL-1.0'],https://repo1.maven.org/maven2/fr/iscpif/scaladget_2.12,Maven,10,https://github.com/mathieuleclaire/scaladget,42,None
None,Analyseur de fichiers FANTOIR,0,None,[],JavaScript,https://registry.npmjs.org/@etalab/fantoir-parser/-/@etalab/fantoir-parser-0.4.2.tgz,0.4.2,2019-12-10T21:01:52.646Z,False,MIT,@etalab/fantoir-parser,['MIT'],https://www.npmjs.com/package/@etalab/fantoir-parser,NPM,7,https://github.com/etalab/fantoir-parser,0,None
None,A library to obtain a state of normalized data. Special fetch and reducer helpers are also provided in the export.,1,https://github.com/betagouv/fetch-normalize-data,"['fetch', 'data', 'normalizer', 'reducer', 'state']",JavaScript,https://registry.npmjs.org/fetch-normalize-data/-/fetch-normalize-data-1.22.7.tgz,1.22.7,2021-08-24T13:48:40.453Z,False,MPL-2.0,fetch-normalize-data,['MPL-2.0'],https://www.npmjs.com/package/fetch-normalize-data,NPM,14,https://github.com/betagouv/fetch-normalize-data,7,None
None,Parser for the PCAP/PCAPNG format,10,https://github.com/rusticata/pcap-parser,"['nom', 'pcap', 'pcapng', 'parser', 'pcap-format', 'pcap-parser', 'streaming-parsers']",Rust,https://crates.io/api/v1/crates/pcap-parser/0.13.0/download,0.13.0,2021-09-13T11:44:56.471Z,True,MIT/Apache-2.0,pcap-parser,"['MIT', 'Apache-2.0']",https://crates.io/crates/pcap-parser/,Cargo,14,https://github.com/rusticata/pcap-parser,44,None
None,SPARQL module for ezs,1,https://github.com/Inist-CNRS/ezs/tree/master/packages/sparql#readme,"['ezs', 'sparql']",JavaScript,https://registry.npmjs.org/@ezs/sparql/-/@ezs/sparql-1.1.8.tgz,1.1.8,2021-10-05T07:38:16.040Z,False,MIT,@ezs/sparql,['MIT'],https://www.npmjs.com/package/@ezs/sparql,NPM,10,https://github.com/Inist-CNRS/ezs,2,None
None,An open-source cross-platform library to get raw events from pointing devices and master transfer functions,8,http://libpointing.org,"['pointing-device', 'raw-input', 'subpixel', 'transfer-functions']",C++,https://registry.npmjs.org/libpointing/-/libpointing-2.1.3.tgz,2.1.3,2020-04-15T16:47:41.639Z,True,GPL-2.0-or-later,libpointing,['CNRI-Python-GPL-Compatible'],https://www.npmjs.com/package/libpointing,NPM,9,https://github.com/INRIA/libpointing,30,None
None,Fichiers de définition des modules TypeScript d'hornet-js,6,https://github.com/diplomatiegouvfr/hornet-js#readme,[],TypeScript,https://registry.npmjs.org/hornet-js-ts-typings/-/hornet-js-ts-typings-5.3.0.tgz,5.3.0,2019-03-28T07:06:05.345Z,False,CECILL-2.1,hornet-js-ts-typings,['CECILL-2.1'],https://www.npmjs.com/package/hornet-js-ts-typings,NPM,10,https://github.com/diplomatiegouvfr/hornet-js,16,None
None,LemonLDAP::NG handler for Node.js,2,https://lemonldap-ng.org,"['Lemonldap::NG', 'SSO', 'SAML', 'OpenID-Connect', 'SSOaaS', 'handler', 'lemonldap-ng', 'nginx', 'sso-authentication']",CoffeeScript,https://registry.npmjs.org/lemonldap-ng-session/-/lemonldap-ng-session-0.5.4.tgz,0.5.4,2020-10-03T14:56:02.577Z,True,GPL-2.0-or-later,lemonldap-ng-session,['CNRI-Python-GPL-Compatible'],https://www.npmjs.com/package/lemonldap-ng-session,NPM,8,https://github.com/LemonLDAPNG/node-lemonldap-ng-handler,6,None
None,Add French specific string processors.,2,https://github.com/addok/addok-fr,"['addok', 'geocoding', 'french', 'plugin', 'addok-plugin']",Python,None,1.0.1,2017-06-14T10:43:08.000Z,False,WTFPL,addok-fr,['WTFPL'],https://pypi.org/project/addok-fr/,Pypi,7,https://github.com/addok/addok-fr,1,None
None,"A tool to deploy applications, and automate processing with fabric",1,https://github.com/unistra/pydiploy,['deploy'],Python,None,1.2.0,2020-06-05T19:28:45.000Z,True,PSF,pydiploy,['Python-2.0'],https://pypi.org/project/pydiploy/,Pypi,10,https://github.com/unistra/pydiploy,18,None
None,"Specialized & performant CSV readers, writers and enrichers for python.",1,http://github.com/medialab/casanova,"['csv', 'python']",Python,None,0.17.0,2021-10-13T15:04:16.000Z,False,MIT,casanova,['MIT'],https://pypi.org/project/casanova/,Pypi,9,https://github.com/medialab/casanova,10,None
None,LemonLDAP::NG handler for Node.js,2,https://lemonldap-ng.org,"['Lemonldap::NG', 'SSO', 'SAML', 'OpenID-Connect', 'SSOaaS', 'handler', 'lemonldap-ng', 'nginx', 'sso-authentication']",CoffeeScript,https://registry.npmjs.org/lemonldap-ng-logger/-/lemonldap-ng-logger-0.5.4.tgz,0.5.4,2020-10-03T14:55:55.029Z,True,GPL-2.0-or-later,lemonldap-ng-logger,['CNRI-Python-GPL-Compatible'],https://www.npmjs.com/package/lemonldap-ng-logger,NPM,8,https://github.com/LemonLDAPNG/node-lemonldap-ng-handler,6,None
None,aceDiff,5,https://github.com/mathieuleclaire/scaladget,[],CSS,https://repo1.maven.org/maven2/fr/iscpif/scaladget/acediff_sjs0.6_2.12/1.2.7/acediff_sjs0.6_2.12-1.2.7.jar,1.2.7,2019-06-03T00:00:00.000Z,True,Affero GPLv3,fr.iscpif.scaladget:acediff_sjs0.6_2.12,['AGPL-1.0'],https://repo1.maven.org/maven2/fr/iscpif/scaladget/acediff_sjs0.6_2.12,Maven,10,https://github.com/mathieuleclaire/scaladget,42,None
None,Internal store for EZS,1,https://github.com/Inist-CNRS/ezs/tree/master/packages/loterre#readme,['ezs'],JavaScript,https://registry.npmjs.org/@ezs/store/-/@ezs/store-1.3.4.tgz,1.3.4,2021-10-05T07:38:53.215Z,False,MIT,@ezs/store,['MIT'],https://www.npmjs.com/package/@ezs/store,NPM,10,https://github.com/Inist-CNRS/ezs,2,None
None,Lightweight gazetteer for France 🇫🇷,0,None,[],JavaScript,https://registry.npmjs.org/@etalab/gazetteer/-/@etalab/gazetteer-0.0.7.tgz,0.0.7,2021-09-02T15:49:37.013Z,False,MIT,@etalab/gazetteer,['MIT'],https://www.npmjs.com/package/@etalab/gazetteer,NPM,8,https://github.com/etalab/gazetteer,1,None
None,Amalia.js ==========,37,http://ina-foss.github.io/amalia.js,[],JavaScript,https://registry.npmjs.org/@nice-coding/amalia/-/@nice-coding/amalia-1.3.3.tgz,1.3.3,2021-04-12T14:21:02.005Z,False,GPL-3.0,@nice-coding/amalia,['GPL-3.0'],https://www.npmjs.com/package/@nice-coding/amalia,NPM,10,https://github.com/ina-foss/amalia.js,180,None
None,Wordpress plugin for EBSCO widget,0,,[],PHP,None,3.15.16,2020-10-07T11:41:34.000Z,False,CECILL-2.1,bibcnrs/wp-ebsco-widget,['CECILL-2.1'],https://packagist.org/packages/bibcnrs/wp-ebsco-widget#,Packagist,10,https://github.com/BibCnrs/wp-EBSCO-widget,2,None
None,Module to use Mattermost in a Zend Framework and Bootstrap application,0,None,"['bootstrap', 'chat', 'Mattermost', 'laminas', 'chatclient', 'chatroom', 'laminas-mvc', 'zend-framework', 'zend-module']",JavaScript,None,v0.3.6,2021-01-25T14:18:38.000Z,True,GPL-3.0-or-later,dgac/mattermostmodule,['CNRI-Python-GPL-Compatible'],https://packagist.org/packages/dgac/mattermostmodule#,Packagist,8,https://github.com/DGAC/MattermostModule,1,None
None,Utilitaires pour traitement des adresses,0,None,[],JavaScript,https://registry.npmjs.org/@etalab/adresses-util/-/@etalab/adresses-util-0.8.2.tgz,0.8.2,2021-02-05T13:20:34.584Z,False,MIT,@etalab/adresses-util,['MIT'],https://www.npmjs.com/package/@etalab/adresses-util,NPM,8,https://github.com/etalab/adresses-util,1,None
None,Partie commune et utilitaire à tous les composants hornet-js,6,https://github.com/diplomatiegouvfr/hornet-js#readme,[],TypeScript,https://registry.npmjs.org/hornet-js-utils/-/hornet-js-utils-5.5.0-rc.4.tgz,5.4.1,2019-07-25T12:27:26.129Z,False,CECILL-2.1,hornet-js-utils,['CECILL-2.1'],https://www.npmjs.com/package/hornet-js-utils,NPM,11,https://github.com/diplomatiegouvfr/hornet-js,16,None
None,French Geoportal Extensions for Openlayers and iTowns,25,https://github.com/IGNF/geoportal-extensions#readme,"['geoportail', 'plugin', 'javascript', 'leaflet', 'openlayers', '3d', 'itowns', 'geoportal-extensions']",JavaScript,https://registry.npmjs.org/geoportal-extensions-openlayers-itowns/-/geoportal-extensions-openlayers-itowns-2.1.2.tgz,2.1.2,2019-02-18T18:34:21.749Z,False,CECILL-B,geoportal-extensions-openlayers-itowns,['CECILL-B'],https://www.npmjs.com/package/geoportal-extensions-openlayers-itowns,NPM,10,https://github.com/IGNF/geoportal-extensions,40,None
None,This Xblock adds configurability over the original lti_consumer XBlock from edx,1,https://github.com/openfun/xblock-configurable-lti-consumer,"['Django', 'Open', 'edX', 'MOOC', 'XBlock']",Python,None,1.3.0,2019-10-17T14:34:46.000Z,True,AGPL 3.0,configurable-lti-consumer-xblock,['AGPL-3.0'],https://pypi.org/project/configurable-lti-consumer-xblock/,Pypi,8,https://github.com/openfun/xblock-configurable-lti-consumer,2,None
None,Social Gouv typescript eslint config,4,https://github.com/SocialGouv/linters/tree/master/packages/eslint-config-typescript#readme,"['eslint', 'linter', 'linters', 'react', 'tslint']",TypeScript,https://registry.npmjs.org/@socialgouv/eslint-config-typescript/-/@socialgouv/eslint-config-typescript-1.96.0.tgz,1.96.0,2021-10-15T03:38:57.635Z,False,Apache-2.0,@socialgouv/eslint-config-typescript,['Apache-2.0'],https://www.npmjs.com/package/@socialgouv/eslint-config-typescript,NPM,10,https://github.com/SocialGouv/linters,1,None
None,Multi Layer Archive - A pure rust encrypted and compressed archive file format,11,https://github.com/ANSSI-FR/MLA,[],Rust,https://crates.io/api/v1/crates/mla/1.2.0/download,1.2.0,2021-09-28T07:30:33.001Z,False,LGPL-3.0-only,mla,['LGPL-3.0-only'],https://crates.io/crates/mla/,Cargo,11,https://github.com/ANSSI-FR/MLA,219,None
None,JavaScript tools for the [Validation and Transformation Language](https://sdmx.org/?page_id=5096),4,,"['antlr', 'control', 'parsing', 'validation', 'vtl']",JavaScript,https://registry.npmjs.org/@inseefr/vtl-tools/-/@inseefr/vtl-tools-0.1.15.tgz,0.1.15,2020-04-30T13:08:00.005Z,False,MIT,@inseefr/vtl-tools,['MIT'],https://www.npmjs.com/package/@inseefr/vtl-tools,NPM,8,https://github.com/InseeFr/vtl-tools,4,None
None,A wrapper around the MLA library for common usecases,11,https://github.com/ANSSI-FR/MLA,[],Rust,https://crates.io/api/v1/crates/mlar/1.2.0/download,1.2.0,2021-10-01T08:07:37.485Z,False,LGPL-3.0-only,mlar,['LGPL-3.0-only'],https://crates.io/crates/mlar/,Cargo,11,https://github.com/ANSSI-FR/MLA,219,None
None,e9225efa8db1c63ae5ccc75c80be7ee5236d3ac2,260,http://spoon.gforge.inria.fr/,"['abstract-syntax-tree', 'ast', 'code-analysis', 'code-generation', 'code-transformation', 'compile-time-reflection', 'hacktoberfest', 'inria', 'java', 'java-module', 'java10', 'java9', 'metaprogramming', 'parser', 'spoon', 'static-analysis']",Java,https://repo1.maven.org/maven2/fr/inria/gforge/spoon/spoon-core/9.2.0-beta-8/spoon-core-9.2.0-beta-8.jar,9.1.0,2021-08-23T06:03:16.000Z,True,"CeCILL-C,MIT",fr.inria.gforge.spoon:spoon-core,"['CECILL-C', 'MIT']",https://repo1.maven.org/maven2/fr/inria/gforge/spoon/spoon-core,Maven,18,https://github.com/INRIA/spoon,1213,None
None,an image annotation and publication tool,0,https://medialab.github.io/tesselle,[],TypeScript,https://registry.npmjs.org/tesselle/-/tesselle-0.1.0.tgz,0.1.0,2019-11-13T14:31:17.960Z,False,AGPL-3.0,tesselle,['AGPL-3.0'],https://www.npmjs.com/package/tesselle,NPM,6,https://github.com/medialab/tesselle,0,None
None,ETALAB common assets,0,None,"['open data', 'etalab']",CSS,None,0.2.56,2014-02-12T16:17:38.000Z,False,None,etalab-assets,['AGPL-3.0'],None,Bower,8,https://github.com/etalab/etalab-assets.git,2,None
None,a node wrapper for ezPAARSE,0,https://github.com/ezpaarse-project/node-ezpaarse#readme,['ezpaarse'],JavaScript,https://registry.npmjs.org/@ezpaarse-project/ezpaarse/-/@ezpaarse-project/ezpaarse-2.0.3.tgz,2.0.3,2019-12-11T10:22:52.336Z,True,CeCILL,@ezpaarse-project/ezpaarse,['CECILL-2.1'],https://www.npmjs.com/package/@ezpaarse-project/ezpaarse,NPM,7,https://github.com/ezpaarse-project/node-ezpaarse,0,None
None,Gestion d'authentification,6,https://github.com/diplomatiegouvfr/hornet-js#readme,[],TypeScript,https://registry.npmjs.org/hornet-js-passport/-/hornet-js-passport-5.5.0-rc.4.tgz,5.4.1,2019-07-25T12:26:37.027Z,False,CECILL-2.1,hornet-js-passport,['CECILL-2.1'],https://www.npmjs.com/package/hornet-js-passport,NPM,9,https://github.com/diplomatiegouvfr/hornet-js,16,None
None,elabftw text user interface to manage experiments,0,https://github.com/elabftw/elabtui,"['api-client', 'python', 'text-user-interface']",Python,None,0.2.2,2017-11-09T16:19:40.000Z,True,GPL v3,elabtui,['GPL-3.0'],https://pypi.org/project/elabtui/,Pypi,7,https://github.com/elabftw/elabtui,1,None
None,Thematic Cartography,41,https://github.com/riatelab/cartography/,"['cartography', 'map', 'r-package', 'thematic-maps']",R,https://cran.r-project.org/src/contrib/cartography_3.0.1.tar.gz,3.0.1,2021-10-07T00:00:00.000Z,True,GPL-3,cartography,['GPL-3.0'],https://cran.r-project.org/package=cartography,CRAN,15,https://github.com/riatelab/cartography,365,None
None,A library of classes and methods for testing,1,https://github.com/atlanmod/Commons,"['commons', 'eclipse-plugin', 'emf']",Java,https://repo1.maven.org/maven2/org/atlanmod/commons/commons-testing/1.1.0/commons-testing-1.1.0.jar,1.1.0,2021-09-20T15:59:52.000Z,True,Eclipse Public License v2.0,org.atlanmod.commons:commons-testing,['EPL-2.0'],https://repo1.maven.org/maven2/org/atlanmod/commons/commons-testing,Maven,9,https://github.com/atlanmod/Commons,0,None
None,viability,3,https://github.com/ISCPIF/viabilitree,[],Scala,https://repo1.maven.org/maven2/fr/iscpif/viabilitree/viability_2.12/2.0/viability_2.12-2.0.jar,None,None,True,Affero GPLv3,fr.iscpif.viabilitree:viability_2.12,['AGPL-1.0'],https://repo1.maven.org/maven2/fr/iscpif/viabilitree/viability_2.12,Maven,5,https://github.com/ISCPIF/viabilitree,2,None
None,Machine learning data loaders for GBIF,0,https://github.com/plantnet/gbif-dl,"['biodiversity', 'dataloader']",Python,None,0.1.0,2021-02-25T13:04:40.000Z,False,MIT,gbif-dl,['MIT'],https://pypi.org/project/gbif-dl/,Pypi,6,https://github.com/plantnet/gbif-dl,1,None
None,PHP Client for NM B2B Web services,0,None,"['atc', 'b2b', 'eurocontrol', 'web-services']",PHP,None,v0.3.0,2020-02-28T16:31:18.000Z,True,GPL-3.0-or-later,dgac/nmb2b-phpclient,['CNRI-Python-GPL-Compatible'],https://packagist.org/packages/dgac/nmb2b-phpclient#,Packagist,7,https://github.com/DGAC/nmb2b-phpclient,1,None
None,Amalia.js ==========,37,http://ina-foss.github.io/amalia.js,[],JavaScript,https://registry.npmjs.org/amaliajs/-/amaliajs-1.3.7.tgz,1.3.7,2021-04-13T18:13:07.078Z,False,GPL-3.0,amaliajs,['GPL-3.0'],https://www.npmjs.com/package/amaliajs,NPM,10,https://github.com/ina-foss/amalia.js,180,None
None,A versatile microsimulation free software,67,https://github.com/openfisca/openfisca-core,"['benefit', 'microsimulation', 'social', 'tax', 'better-rules', 'legislation-as-code', 'rules-as-code']",Python,None,34.8.0,2020-12-01T19:21:01.000Z,True,https://www.fsf.org/licensing/licenses/agpl-3.0.html,Dts-OpenFisca-Core,['Other'],https://pypi.org/project/Dts-OpenFisca-Core/,Pypi,10,https://github.com/openfisca/openfisca-core,109,None
